metab_id	Metabolite	Compound	ID	m/z	Retention time	Mode	Adducts	Formula	Fragmentation Score	Theoretical Fragmentation Score	level	Mass Error (ppm)	KEGG Compound ID	Library ID	compound_source	CAS ID	drugbank_id	drugbank	Score	SMILES	ORG_1	ORG_2	ORG_3	ORG_4	ORG_5	ORG_6	ORG_7	ORG_8	ORG_9	ELC_1	ELC_2	ELC_3	ELC_4	ELC_5	ELC_6	ELC_7	ELC_8	ELC_9	ELC_10	ELC_11	CON_1	CON_2	CON_3	CON_4	CON_5	CON_6	CON_7	CON_8	CON_9	CON_10	QC01	QC02	QC03
metab_0	1-Aminocyclopropane-1-Carboxylate	0.02_84.0450m/z	pos_1	84.04501837	0.0214	pos	M+H-H2O	C4H7NO2	71.9	0	B(i)	6.216367347	C01234	HMDB0036458	-	22059-21-8	DB02085	drug	52	NC1(C(=O)O)CC1	4.817327288	4.882166286	4.904277471	5.006758425	4.946357129	4.975449048	4.95902754	4.997146033	5.023966965	4.956417759	4.95357873	4.927583178	5.093085485	5.05849945	5.061399505	5.059564699	5.024956071	5.038644057	5.019038429	5.081845753	4.920801587	4.859313986	5.011155135	5.043232768	5.056083751	5.020696256	4.985877806	4.98118272	4.907327813	5.107133216	4.8189316	4.962391117	5.066644185
metab_1	metab_1	0.21_127.0391m/z	pos_2	127.0391189	0.213333333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.727920694	5.755445982	5.781441218	5.842727462	5.882262861	5.878765048	5.890953254	5.873366607	5.902519198	5.815413592	5.80105181	5.787814933	5.913562883	5.911823779	5.929820531	5.938049215	5.936478886	5.914006048	5.933230899	5.921276913	5.866902572	5.883839514	5.917510364	5.892438726	5.909832106	5.898204782	5.932199472	5.952089808	5.941105697	5.941799878	5.718934142	5.866341991	5.904618367
metab_2	metab_2	0.32_152.0682m/z	pos_3	152.0681807	0.320116667	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.639436766	4.689504762	4.612715842	4.744121848	4.712343404	4.731248701	4.687913663	4.730177636	4.684655607	4.771313559	4.71311511	4.72694955	4.730031419	4.768990212	4.758854053	4.791557997	4.682313757	4.74128464	4.715570299	4.711362475	4.604222457	4.643013653	4.790907929	4.754543473	4.770047956	4.637715994	4.678573545	4.722677115	4.708077435	4.72841529	4.649478999	4.731529631	4.667489885
metab_3	Alpha-Methylene-Gamma-Butyrolactone	0.34_99.0445m/z	pos_4	99.0445008	0.335516667	pos	M+H	C5H6O2	47.9	0	B(i)	4.538440996	C20578	HMDB0246945	nonnatural	-	-	-	45.2	C=C1CCOC1=O	5.141871763	5.136510454	5.097790811	5.078713721	5.13698761	5.142932998	5.112644835	5.102725273	5.137771484	5.15511921	5.099560736	5.074390123	5.149759534	5.15634686	5.14575322	5.176022288	5.137954483	5.123256969	5.149913483	5.16719192	5.087148786	5.066280105	5.137652295	5.14569028	5.134385673	5.123076814	5.153736186	5.235470889	5.179141867	5.2116831	5.174168197	5.132782713	5.161421668
metab_4	Eucalyptol	0.36_137.1326m/z	pos_5	137.1325518	0.358733333	pos	M+H-H2O	C10H18O	54.7	0	B(i)	0.485607789	C09844	HMDB0004472	-	470-82-6	DB03852	drug	49.4	CC12CCC(CC1)C(C)(C)O2	5.95190549	5.962103552	5.944206598	5.95889428	5.940958522	5.962112153	5.954267505	5.947146321	5.942048919	5.965282483	5.944465382	5.903213936	5.927273826	5.919890969	5.935420242	5.977655046	5.95178591	5.916528547	5.922339691	5.930238706	5.935574578	5.94460949	5.992009928	5.929608034	5.922054341	5.921366804	5.925507347	5.936832174	5.918357173	5.949064826	6.006027987	5.977771674	5.97862938
metab_6	metab_6	0.40_112.1124m/z	pos_7	112.1123768	0.39675	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.709901447	4.712650937	4.606700787	4.633956128	4.635147021	4.451917262	4.625001042	4.539366672	4.584810312	4.605215975	4.737159673	4.697321403	4.684924818	4.537711064	4.647623836	4.827833678	4.702411897	4.595794324	4.598304533	4.716832309	4.734252901	4.70444702	4.612145345	4.742395123	4.789830406	4.694315284	4.628634162	4.435395805	4.683281133	4.581699933	4.674429998	4.658588331	4.628295213
metab_7	Spermidine	0.40_146.1652m/z	pos_8	146.1651908	0.404583333	pos	M+H	C7H19N3	60	0	B(i)	0.115444897	C00315	HMDB0001257;PW_C000971	-	124-20-9	DB03566	drug	51.4	NCCCCNCCCN	6.160799076	6.039498914	6.073465864	6.044009024	6.017225632	5.893700215	6.056796037	5.995086066	5.978369124	6.021836882	6.138943425	6.110899407	6.065044138	5.981438574	6.012693977	6.230964652	6.130630724	6.067240565	6.00033672	6.115696305	6.087330542	6.00262788	6.02519206	6.18371518	6.155867351	6.142515885	6.111521498	6.048019989	6.140830275	6.080385498	6.108264344	6.083889413	6.070571036
metab_8	metab_8	0.44_83.0382m/z	pos_9	83.03817867	0.435483333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.432762487	4.489416694	4.488038282	4.422229457	4.382656451	4.345872213	4.447623241	4.50614808	4.365130722	4.574111992	4.368942427	4.335594714	4.595858277	4.510204574	4.339751879	4.458799068	4.590523981	4.235683532	4.290338783	4.423553117	4.472751025	4.383753966	4.277038442	4.445732309	4.467739861	4.397155784	4.584236087	4.593266686	4.564213443	4.559196542	4.509736945	4.563864456	4.605750243
metab_10	metab_10	0.44_82.5377m/z	pos_11	82.53770827	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.312217363	5.32061292	5.315671839	5.24143644	5.230734223	5.310649167	5.279777597	5.285096949	5.270792892	5.098985427	5.083925708	5.1408937	5.404826987	5.30333842	5.213987564	5.297403581	5.279393734	5.288524086	5.238694659	5.246510671	5.231963371	5.367055466	5.180005736	5.268982767	5.101791477	5.30777743	5.48815041	5.491895253	5.409858633	5.427468224	5.299913314	5.339936972	5.259868672
metab_11	metab_11	0.44_100.0248m/z	pos_12	100.0248024	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.865460727	5.922667757	5.867542431	5.818829422	5.826424382	5.882973902	5.841798085	5.84922965	5.898471336	5.690711394	5.748212824	5.742854151	5.979248487	5.805383408	5.784881829	5.905692611	5.873475169	5.860109353	5.871783894	5.864876661	5.846849165	5.929415035	5.812153925	5.857632152	5.714942532	5.870430969	6.03086001	6.059451627	5.995552359	6.037046801	5.897148634	5.897904164	5.887389134
metab_12	metab_12	0.44_118.0352m/z	pos_13	118.0351723	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.371214161	5.425093593	5.355944625	5.293637341	5.293219656	5.395555069	5.32757006	5.328982115	5.353778825	5.184070821	5.231651242	5.231371015	5.453335271	5.291494932	5.238279197	5.401406209	5.338405423	5.32645688	5.321826569	5.329031744	5.310704675	5.407899072	5.297583309	5.344195077	5.188649338	5.358199755	5.505502642	5.560942769	5.473343055	5.482104658	5.416736763	5.395757555	5.386904855
metab_14	metab_14	0.44_142.0714m/z	pos_15	142.0713774	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.214603806	5.214489112	5.209057594	5.154367992	5.201223583	5.210376734	5.190589556	5.21041898	5.201046956	5.06792393	5.041249827	5.100240417	5.359357678	5.158243461	5.117100108	5.249805982	5.20849726	5.211610934	5.192277547	5.279992556	5.192722049	5.276895846	5.154211282	5.223861232	5.035907277	5.220997401	5.318818148	5.418585706	5.32872985	5.38246643	5.235423424	5.240997861	5.245180787
metab_15	metab_15	0.44_146.0299m/z	pos_16	146.0298725	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.354702496	6.391843286	6.340181426	6.296113253	6.294348545	6.367879603	6.297532901	6.299937283	6.361024993	6.169132586	6.230511452	6.242940462	6.424878666	6.262591143	6.253280888	6.393565637	6.328446522	6.317103857	6.326621798	6.323257268	6.311520686	6.391704092	6.271597211	6.329491562	6.198232572	6.33422359	6.465984595	6.517833754	6.451677902	6.483213544	6.378853603	6.367417764	6.352251999
metab_17	metab_17	0.44_151.0353m/z	pos_18	151.0352791	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.857431802	6.912628948	6.851843051	6.822536968	6.822309992	6.886508717	6.816271971	6.840807711	6.897465043	6.685486473	6.729765994	6.736913111	6.960064558	6.785057909	6.775715424	6.921004862	6.857483358	6.861804907	6.858439342	6.871472907	6.825524192	6.915904257	6.800255622	6.855483682	6.710896974	6.868179913	7.014755536	7.064437985	6.979924237	7.039614546	6.886310883	6.875984128	6.873021378
metab_18	metab_18	0.44_156.0142m/z	pos_19	156.0141615	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.454544822	5.484101304	5.432534491	5.420456294	5.395747631	5.437205601	5.387989269	5.439985866	5.483835782	5.289327366	5.296545875	5.33888869	5.564263748	5.390442522	5.352265026	5.510339652	5.428963921	5.42477085	5.467486159	5.475233018	5.442793391	5.522121759	5.384020045	5.436150842	5.281003277	5.414234143	5.613242102	5.6420672	5.580071667	5.670312587	5.49449416	5.455328259	5.475305477
metab_19	metab_19	0.44_165.0609m/z	pos_20	165.0608512	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.026448912	6.074962135	6.010518633	5.973419387	5.985683068	6.040458096	5.963335477	5.99398452	6.032223936	5.851396546	5.889108617	5.91138217	6.115120675	5.961681386	5.94766769	6.073316172	6.015055481	6.011261415	6.032409786	6.004655334	5.983767679	6.081826613	5.964023711	6.012089328	5.871635827	6.012774821	6.170924214	6.229093536	6.141527057	6.195639196	6.067956256	6.039193757	6.031629531
metab_20	metab_20	0.44_170.0662m/z	pos_21	170.0662355	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.903759303	6.953928779	6.888456854	6.867218062	6.868058553	6.929657088	6.864708485	6.888688969	6.945521518	6.732173781	6.776843599	6.782189862	7.002885256	6.836396477	6.827026743	6.957527683	6.90182764	6.902032354	6.905162459	6.917143633	6.881729102	6.966400044	6.852360863	6.897054931	6.759505649	6.911081274	7.064175234	7.11492877	7.027161729	7.074801461	6.926010067	6.920331834	6.917854082
metab_21	metab_21	0.44_172.0638m/z	pos_22	172.0637542	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.001452682	6.040163326	5.995480569	5.955924958	5.952890716	6.020369391	5.967712852	5.991249904	6.046658124	5.83439911	5.883915848	5.899809307	6.09762666	5.928614302	5.91539229	6.066046104	5.998917781	6.008560535	6.007688341	6.010267844	5.97582423	6.064058823	5.96334398	6.004089406	5.863974504	6.019806859	6.17437933	6.216089658	6.125727318	6.178282425	6.035126076	6.024404528	6.021834999
metab_22	metab_22	0.44_188.0769m/z	pos_23	188.0768504	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.036679269	6.103368289	6.041147405	6.009763131	6.001622762	6.070463607	5.991064197	6.028636377	6.048710228	5.89615887	5.939420938	5.937721839	6.11930098	5.958880162	5.944094292	6.084804777	6.025924661	6.038363984	6.040116428	6.032956297	5.995475388	6.111485618	5.964100069	6.013162351	5.871675641	6.022228801	6.178493061	6.223326916	6.150811833	6.202004635	6.087541879	6.044690655	6.044065181
metab_23	metab_23	0.44_191.0949m/z	pos_24	191.0948722	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.429671372	5.497724304	5.395283969	5.377933932	5.382630405	5.461287574	5.379359043	5.394283466	5.455457949	5.214984948	5.295428476	5.31882783	5.530603839	5.368522686	5.333475076	5.453556463	5.416571512	5.411656024	5.442891921	5.413925592	5.382295482	5.507386506	5.374376948	5.413131719	5.261781468	5.435486494	5.607046361	5.643858797	5.580452124	5.604844278	5.454008871	5.407497448	5.449577051
metab_25	metab_25	0.44_211.0927m/z	pos_26	211.0926509	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.162192421	5.226730687	5.167996012	5.149651933	5.135767232	5.138329054	5.128303422	5.078696158	5.161276196	4.982729592	5.075112632	4.963120881	5.204866537	5.063131204	5.070395974	5.214341971	5.126940639	5.132312545	5.112519273	5.123707339	5.116300938	5.195664697	5.079549364	5.098506411	5.028140908	5.136356314	5.284067446	5.3439692	5.270085149	5.298717078	5.222237745	5.156623066	5.178443379
metab_28	metab_28	0.44_457.1430m/z	pos_29	457.1430293	0.4433	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.773077309	5.00654997	5.092879127	5.533805828	5.393779873	5.628183818	5.262539167	5.373346038	5.493148511	5.012405167	5.064469201	5.382630682	5.325833406	5.354069995	5.501752562	5.273106083	5.384577468	5.283939888	5.410384223	5.448935354	5.033265882	5.471594089	5.30976576	5.382459221	5.336336696	5.259446754	5.589999042	5.502398815	5.538937242	5.575650522	4.785213501	4.782274451	4.893489914
metab_29	metab_29	0.45_73.5325m/z	pos_30	73.53245572	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.411601052	4.419617127	4.409782718	4.273352172	4.34570708	4.291138471	4.336535624	4.336279228	4.349545889	4.140799353	4.094233402	4.093512671	4.530100849	4.26708936	4.233647526	4.403734943	4.365976223	4.347535448	4.34647288	4.45921295	4.29311417	4.484621812	4.320404859	4.372773125	4.22241042	4.451761825	4.572669258	4.603152512	4.480627511	4.507211107	4.443655755	4.343321939	4.354557075
metab_30	metab_30	0.45_86.9933m/z	pos_31	86.99327976	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.951019009	6.020778673	5.951438049	5.942845701	5.965648436	5.994826844	5.954431626	5.963457842	6.018418321	5.796251376	5.840421592	5.855569885	6.109062917	5.942493443	5.912104003	6.036311019	5.977112519	5.989334215	5.992266187	6.00216889	5.952086622	6.0553583	5.921077563	5.981366255	5.829568628	5.997225062	6.1649067	6.209026738	6.12013972	6.161052137	5.969900347	6.001070981	5.983357277
metab_31	metab_31	0.45_102.9706m/z	pos_32	102.9706447	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.206508123	4.520699516	4.450928917	4.59748472	4.605457574	4.478191472	4.313544567	4.494670872	4.481841957	3.74023241	4.231067194	4.143361868	4.837597712	4.321159335	4.318670962	4.176057172	4.401864305	4.263088422	4.417464886	4.242060801	4.220622615	4.379574515	4.176787724	4.101274445	3.688557831	4.621315405	4.805620139	4.487012228	4.503109742	4.600704265	4.472597634	4.427903979	4.447180999
metab_32	metab_32	0.45_110.0090m/z	pos_33	110.0090264	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.39806455	6.455279691	6.388343153	6.378951233	6.390320855	6.432639237	6.38429008	6.410458527	6.461837982	6.237764693	6.279289167	6.285669825	6.545811391	6.356559914	6.340339268	6.476281467	6.418260109	6.426618183	6.423220738	6.440446991	6.384304726	6.495876123	6.368941765	6.424585691	6.264332764	6.435765475	6.59747239	6.640170364	6.550109071	6.602103622	6.414968858	6.425945006	6.430406261
metab_33	metab_33	0.45_119.0556m/z	pos_34	119.0555535	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.911538087	4.9853473	4.887358008	4.821171548	4.828006338	4.885613719	4.881496874	4.866723384	4.914402646	4.743211109	4.737732089	4.816660851	4.953278753	4.848357085	4.80044919	4.933338206	4.890462274	4.866819897	4.872529674	4.902339893	4.805525938	4.939359821	4.835258016	4.892219353	4.705495823	4.881697324	5.047974287	5.088190626	4.991632567	5.045093189	4.922146268	4.9042583	4.937326124
metab_34	metab_34	0.45_129.0227m/z	pos_35	129.022707	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.436725072	5.475230302	5.395661246	5.410168275	5.426425867	5.469473669	5.423102147	5.442085402	5.500187849	5.26682375	5.313819969	5.336309767	5.523381362	5.351991104	5.380486266	5.506595244	5.456668454	5.461522931	5.443229434	5.446419107	5.392005021	5.521211893	5.408055781	5.441743539	5.288245879	5.43542821	5.622828539	5.656354567	5.538018828	5.611457976	5.427524098	5.491430894	5.431556018
metab_35	metab_35	0.45_132.9983m/z	pos_36	132.9982709	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.467650173	5.536055884	5.464561567	5.423945461	5.484154762	5.530611914	5.423528426	5.436302532	5.504197524	5.279046479	5.387564612	5.368304657	5.636710723	5.430825146	5.404704826	5.53537884	5.495203513	5.513790842	5.518724091	5.497387262	5.453489686	5.570525685	5.428960905	5.47154696	5.310794704	5.489770686	5.684441526	5.713752309	5.60253093	5.656123036	5.516408992	5.492412249	5.48836629
metab_36	metab_36	0.45_140.9617m/z	pos_37	140.9617233	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.469435759	5.653953578	5.550789457	5.181060422	5.113220789	5.079821041	5.451793357	5.8351677	5.735300985	5.467307492	5.373646796	5.313552941	5.538599955	5.443020318	5.403490678	5.507316242	5.714366147	5.672687913	5.434166985	5.620894637	5.338317804	5.277110283	5.109704897	5.514546399	5.309858012	5.447497668	5.681920507	5.24304607	5.153217614	5.429391724	5.489881142	5.480623797	5.481102176
metab_37	metab_37	0.45_149.9528m/z	pos_38	149.9528379	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.222605121	5.176298485	5.251856395	5.093733474	5.227381649	5.082602937	5.413087301	5.311837778	5.326019413	5.271308953	5.304425816	5.251190732	5.056894103	5.235061797	5.014428422	5.294610955	5.260901161	5.315488244	5.060252148	5.292733006	5.157838278	5.123205571	5.1640281	5.344202328	5.139465097	5.199676154	5.182701725	5.186513516	5.074624974	5.158470093	5.208330374	5.246611264	5.236952349
metab_39	metab_39	0.45_168.0506m/z	pos_40	168.0505562	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.141451789	5.215676744	5.132870665	5.073859469	5.084500302	5.139380778	5.108775935	5.120327541	5.118883192	4.977916772	5.038951602	5.014319879	5.221806874	5.106446444	4.98278279	5.210751723	5.116608129	5.075705375	5.075137536	5.088751479	5.081093653	5.203660661	5.082273564	5.133645412	4.952289534	5.116426301	5.233320779	5.278219955	5.250960424	5.262221662	5.215487061	5.165585549	5.1522508
metab_40	metab_40	0.45_174.0248m/z	pos_41	174.0248043	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.116226953	5.17389882	5.093405074	5.051487573	5.115853506	5.15611752	5.102308807	5.079081976	5.086851637	4.938381301	4.997660324	4.990918432	5.231770861	5.024692102	5.004847004	5.227516873	5.188049355	5.0861081	5.078965396	5.100744947	5.059216692	5.174361409	5.021558556	5.11801279	4.950512537	5.102708521	5.233666484	5.325118227	5.225108542	5.295791364	5.167205235	5.160589453	5.125967962
metab_41	metab_41	0.45_190.9794m/z	pos_42	190.9793875	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.271792897	5.226387166	5.32754096	5.133053145	5.24654381	5.118443037	5.500197726	5.390808163	5.378978409	5.388731276	5.350096549	5.331301512	5.090241696	5.24197998	5.043919244	5.371951864	5.337858586	5.401894757	5.123165812	5.38089068	5.214264284	5.159046519	5.196374983	5.415119775	5.194104607	5.282794866	5.226875629	5.203812084	5.129922607	5.258981	5.295952411	5.32625875	5.300741864
metab_42	metab_42	0.45_193.0559m/z	pos_43	193.0558648	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.011767857	5.122916681	5.041192969	5.023257455	5.091123079	5.079764185	5.080758456	5.084810946	5.103038887	4.902830478	4.982365479	4.954681272	5.173333549	5.055384372	5.018537921	5.162150537	5.062195837	5.080108768	5.040482175	5.043691293	5.069322291	5.090340222	5.004051218	5.046324775	4.838450189	5.104529701	5.254349652	5.226646984	5.164114852	5.225399566	5.133679938	5.105411371	5.133119958
metab_43	metab_43	0.45_201.0194m/z	pos_44	201.0193571	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.095441345	5.327570849	5.210027421	3.883347607	4.448015385	4.507282611	5.066156167	5.526869822	5.388652875	5.087581338	4.976093214	4.800576599	5.144487873	5.055016034	4.915614661	5.126605329	5.380161636	5.3383406	5.028026521	5.277786222	4.959751413	4.818598162	4.56347583	5.094621198	4.918659105	5.039908406	5.332530554	4.574256375	4.487255904	4.968631679	5.152498031	5.098654778	5.106660434
metab_44	metab_44	0.45_261.0306m/z	pos_45	261.0306313	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.398317737	6.475360012	6.361518615	6.310841998	6.303109085	6.408929483	6.311752817	6.364802835	6.425097855	6.086957573	6.192373946	6.222673583	6.565301303	6.306650478	6.242161785	6.446199042	6.369694914	6.345444189	6.390571603	6.381199339	6.346366635	6.488199599	6.278575542	6.364725764	6.143982719	6.379670628	6.640866693	6.693360442	6.585754258	6.625750073	6.439333031	6.416579271	6.40971947
metab_45	metab_45	0.45_265.0157m/z	pos_46	265.0156821	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.577076074	5.707341617	5.517486826	5.487731693	5.422087117	5.617623985	5.486069842	5.49374635	5.571199848	5.144660393	5.28855278	5.328979687	5.756118789	5.404847639	5.330256753	5.621814167	5.522428231	5.474642819	5.58274806	5.564786956	5.520019552	5.659611784	5.372167809	5.554350793	5.197764382	5.536328871	5.813540937	5.894052535	5.757176555	5.831226366	5.660209518	5.58566904	5.609602181
metab_46	metab_46	0.45_281.9437m/z	pos_47	281.9437124	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.117368806	5.076727594	5.145735296	4.806373799	5.026110718	4.962624318	5.314262834	5.220590035	5.24271722	4.987363226	5.138505866	5.101440736	4.885792524	5.068859178	4.662940455	5.178194726	5.055818565	5.190971872	4.831260648	5.132211712	5.011732479	4.968409247	5.02245277	5.257818985	4.87566033	5.055552541	5.202374444	5.170535998	5.055551028	5.090752595	5.167695926	5.152601282	5.086765814
metab_47	metab_47	0.45_303.0776m/z	pos_48	303.0776119	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.445887434	5.542971162	5.4559036	5.37264026	5.346622498	5.482912398	5.412132863	5.400462892	5.459352395	5.096920922	5.239410642	5.248452455	5.618957187	5.369300815	5.329083116	5.51546518	5.465547728	5.388968274	5.422433814	5.447597504	5.41455105	5.551303519	5.344038162	5.452890317	5.222196901	5.517327417	5.695372008	5.746222582	5.637695517	5.691060351	5.531748799	5.516707523	5.485829532
metab_49	metab_49	0.45_400.9389m/z	pos_50	400.938858	0.451033333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.853740284	5.936161874	5.689210161	5.666201333	5.630519564	5.841863116	5.67869293	5.667136311	5.822052292	5.240351416	5.432066004	5.519307894	6.004114264	5.578561438	5.512489866	5.843671495	5.685572088	5.696592177	5.740604735	5.715089183	5.730853788	5.89916049	5.641437251	5.728236105	5.331134149	5.734560748	6.140216762	6.234992952	6.09469341	6.154729398	5.853527261	5.822391121	5.817408425
metab_51	metab_51	0.46_125.9864m/z	pos_52	125.9863904	0.45885	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.522689496	4.770812621	4.688478752	4.87225709	4.781619989	4.775557738	4.613866584	4.735983316	4.793086928	4.229277154	4.520454005	4.517141043	5.014235601	4.508168065	4.59082789	4.522951703	4.721313158	4.511094256	4.623969319	4.615273048	4.538280096	4.692672787	4.606084936	4.56631633	4.16814591	4.768265307	4.993155263	4.705403859	4.821251636	4.885179648	4.695277576	4.688918547	4.723105288
metab_52	L-Lysine	0.46_147.1128m/z	pos_53	147.1128069	0.45885	pos	M+H	C6H14N2O2	85.2	0	B(i)	0.019163487	C00047	HMDB0000182;PW_C000118	-	56-87-1	DB00123	drug	55.5	NCCCCC(N)C(=O)O	6.30280872	6.309843427	6.232859216	6.272301258	6.425672506	6.415515251	6.360256331	6.244999505	6.280095205	6.24552293	6.286883587	6.365569986	6.36265684	6.332814663	6.369490794	6.368769413	6.296519523	6.346648851	6.354525127	6.32021736	6.382101989	6.482248678	6.408026565	6.227737483	6.221849071	6.128267704	5.617075462	5.851512401	5.831291384	5.77484545	6.28329056	6.300135592	6.291023123
metab_53	metab_53	0.46_240.9529m/z	pos_54	240.9528628	0.45885	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.654249711	4.801965369	4.614167015	4.589950209	4.483017253	4.570589923	4.661713956	4.600702699	4.685672477	3.833222628	4.496549063	4.451411759	4.904567509	4.558863492	4.201714808	4.738083947	4.458388872	4.491716714	4.665377672	4.779758112	4.725774711	4.888642343	4.498153473	4.595170767	4.278588397	4.675445975	5.065381639	5.121834925	4.945448031	4.985386312	4.713913499	4.853298522	4.790511906
metab_54	metab_54	0.46_468.9138m/z	pos_55	468.91376	0.45885	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.041190794	5.369891344	4.714882341	4.736954977	4.755211065	4.71936242	4.995401646	5.104574048	5.084795836	4.101904959	4.075816559	4.282332107	5.429830807	4.844286213	4.18333324	5.241153075	4.985227076	5.016767102	5.206653214	4.307057403	4.991655928	5.418522589	4.633098464	5.041239119	4.097014982	4.946607267	5.627614607	5.803205683	5.541683764	5.628816795	5.35302923	5.154209571	5.155925153
metab_55	Agmatine	0.47_131.1292m/z	pos_56	131.1292298	0.4663	pos	M+H	C5H14N4	74.1	0	B(i)	0.821830468	C00179	HMDB0001432	-	306-60-5	DB08838	drug	53.3	NCCCCN=C(N)N	4.694002583	4.745263575	4.843977068	5.813445149	6.169912653	5.827147049	6.011119949	6.119853066	6.065086536	5.454380427	6.288060695	5.981945335	5.514169824	6.04573141	5.209854498	5.828893203	5.57316738	6.163194628	5.673829556	5.955789504	5.19843001	5.368806565	5.454566216	4.868523522	4.820039567	5.733692687	5.433812042	5.334768775	5.591996137	5.477480082	5.775079931	5.751671958	5.780717648
metab_57	Temazepam	0.47_301.0731m/z	pos_58	301.0731241	0.4663	pos	M+H	C16H13ClN2O2	76.3	0	B(i)	-2.358480663	C07125	HMDB0014376	-	846-50-4	DB00231	drug	49.4	CN1C(=O)C(O)N=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2	5.132689274	5.124060075	4.992475979	4.911571231	5.119639928	5.12899594	5.054049471	4.661501557	4.765097045	4.84674154	4.986426953	5.117014839	5.16925252	5.093485334	5.180625788	5.181900213	4.938542612	5.099890242	5.119935518	5.040052204	5.118724836	5.290328172	5.173479203	4.923251318	4.795559079	4.905042616	3.891200595	4.355425298	4.511547951	4.499456347	5.07463352	5.015586849	5.012830046
metab_58	4-Piperidinecarboxamide	0.47_129.1024m/z	pos_59	129.1023739	0.473933333	pos	M+H	C6H12N2O	41.2	0	B(i)	1.049363218	-	-	-	-	-	-	46.5	N=C(O)C1CCNCC1	4.139623557	4.172424595	4.021705634	4.16227578	4.265037519	4.202473464	4.143179727	4.208300253	4.062730648	4.089815034	4.241682404	4.331197931	4.197989722	4.275620948	4.158940828	4.360713376	3.992876966	4.338445093	4.216726915	4.090129294	4.223557438	4.193019852	4.29420763	4.12573187	4.006475633	4.019917591	3.232165337	3.224481805	3.231440891	3.239908995	4.20410563	4.223320799	4.21692781
metab_59	metab_59	0.47_253.0436m/z	pos_60	253.043622	0.473933333	pos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.820837555	4.757171373	4.815806987	4.75499368	4.916400456	4.883537221	4.835426913	4.719140807	4.661458616	4.700566408	4.729602209	4.855924874	4.857782681	4.76114354	4.869547388	4.772168375	4.662015088	4.765813759	4.815818355	4.753379896	4.872514925	5.044611183	4.924011598	4.74811939	4.742818677	4.556291381	3.980537126	4.371552221	4.220311368	4.136347012	4.814583419	4.83842675	4.720192616
